global_row_id,method_id,post_id,issue,post_text,spans_json,raw_spans_json,word_boundary_changed,word_boundary_fallback_used,survey_n_model_tokens,survey_n_selected_tokens_raw,survey_n_selected_tokens_postprocessed,survey_masked_token_ratio_raw,survey_masked_token_ratio_postprocessed,survey_masked_token_ratio_delta,prob_drop,masked_token_ratio,p_inappropriate_original,p_inappropriate_masked
1857,mil,500,Should physical education be mandatory in schools:,yes! our kids are so out of shape for the most part and eat too much junk,"[{""start"": 0, ""end"": 73, ""text"": ""yes! our kids are so out of shape for the most part and eat too much junk""}]","[{""start"": 0, ""end"": 73, ""text"": ""yes! our kids are so out of shape for the most part and eat too much junk""}]",False,False,18,18,18,1.0,1.0,0.0,0.5759551823139191,1.0,0.9983546137809752,0.4223994314670563
1857,random,500,Should physical education be mandatory in schools:,yes! our kids are so out of shape for the most part and eat too much junk,"[{""start"": 0, ""end"": 73, ""text"": ""yes! our kids are so out of shape for the most part and eat too much junk""}]","[{""start"": 0, ""end"": 73, ""text"": ""yes! our kids are so out of shape for the most part and eat too much junk""}]",False,False,18,18,18,1.0,1.0,0.0,0.5848662853240967,1.0,0.9983546137809752,0.4134883284568786
1857,shap,500,Should physical education be mandatory in schools:,yes! our kids are so out of shape for the most part and eat too much junk,"[{""start"": 0, ""end"": 3, ""text"": ""yes""}, {""start"": 9, ""end"": 17, ""text"": ""kids are""}, {""start"": 21, ""end"": 24, ""text"": ""out""}, {""start"": 56, ""end"": 59, ""text"": ""eat""}, {""start"": 64, ""end"": 73, ""text"": ""much junk""}]","[{""start"": 0, ""end"": 4, ""text"": ""yes!""}, {""start"": 9, ""end"": 17, ""text"": ""kids are""}, {""start"": 21, ""end"": 24, ""text"": ""out""}, {""start"": 56, ""end"": 59, ""text"": ""eat""}, {""start"": 64, ""end"": 73, ""text"": ""much junk""}]",True,False,18,8,7,0.4444444444444444,0.3888888888888889,-0.055555555555555525,0.0048193335533142,0.4444444444444444,0.9983546137809752,0.9935352802276612
1857,tfidf,500,Should physical education be mandatory in schools:,yes! our kids are so out of shape for the most part and eat too much junk,"[{""start"": 0, ""end"": 41, ""text"": ""yes! our kids are so out of shape for the""}, {""start"": 47, ""end"": 73, ""text"": ""part and eat too much junk""}]","[{""start"": 0, ""end"": 41, ""text"": ""yes! our kids are so out of shape for the""}, {""start"": 47, ""end"": 73, ""text"": ""part and eat too much junk""}]",False,False,18,17,17,0.9444444444444444,0.9444444444444444,0.0,0.5080261528491974,0.9411764705882352,0.9983546137809752,0.4903284609317779
1901,attention,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 0, ""end"": 52, ""text"": ""To answer your question and to refute the genius who""}, {""start"": 81, ""end"": 97, ""text"": ""to abortion: The""}, {""start"": 103, ""end"": 105, ""text"": ""is""}, {""start"": 118, ""end"": 127, ""text"": ""have been""}, {""start"": 164, ""end"": 173, ""text"": ""have been""}, {""start"": 178, ""end"": 180, ""text"": ""to""}, {""start"": 204, ""end"": 217, ""text"": ""innocent. Our""}, {""start"": 240, ""end"": 242, ""text"": ""to""}, {""start"": 256, ""end"": 258, ""text"": ""in""}, {""start"": 265, ""end"": 274, ""text"": ""that will""}, {""start"": 283, ""end"": 287, ""text"": ""this""}, {""start"": 309, ""end"": 312, ""text"": ""But""}, {""start"": 324, ""end"": 387, ""text"": ""if a person, without a doubt, has been convicted of a malicious""}, {""start"": 395, ""end"": 399, ""text"": ""they""}, {""start"": 407, ""end"": 409, ""text"": ""be""}, {""start"": 414, ""end"": 416, ""text"": ""to""}, {""start"": 424, ""end"": 427, ""text"": ""How""}, {""start"": 433, ""end"": 441, ""text"": ""is it to""}, {""start"": 460, ""end"": 488, ""text"": ""raped, tortured and killed a""}, {""start"": 500, ""end"": 516, ""text"": ""to sit in a jail""}, {""start"": 522, ""end"": 525, ""text"": ""and""}, {""start"": 551, ""end"": 558, ""text"": ""If that""}, {""start"": 602, ""end"": 608, ""text"": ""to die""}, {""start"": 626, ""end"": 628, ""text"": ""be""}, {""start"": 637, ""end"": 639, ""text"": ""to""}, {""start"": 646, ""end"": 654, ""text"": ""Again, I""}, {""start"": 676, ""end"": 694, ""text"": ""be WITHOUT a doubt""}, {""start"": 721, ""end"": 736, ""text"": ""a person who is""}, {""start"": 741, ""end"": 743, ""text"": ""on""}, {""start"": 755, ""end"": 778, ""text"": ""And concerning abortion""}, {""start"": 781, ""end"": 787, ""text"": ""unborn""}, {""start"": 795, ""end"": 799, ""text"": ""have""}, {""start"": 804, ""end"": 828, ""text"": ""committed heinous crimes""}]","[{""start"": 0, ""end"": 52, ""text"": ""To answer your question and to refute the genius who""}, {""start"": 81, ""end"": 97, ""text"": ""to abortion: The""}, {""start"": 103, ""end"": 106, ""text"": ""is,""}, {""start"": 110, ""end"": 111, ""text"": "",""}, {""start"": 118, ""end"": 127, ""text"": ""have been""}, {""start"": 164, ""end"": 173, ""text"": ""have been""}, {""start"": 178, ""end"": 180, ""text"": ""to""}, {""start"": 204, ""end"": 217, ""text"": ""innocent. Our""}, {""start"": 240, ""end"": 242, ""text"": ""to""}, {""start"": 256, ""end"": 258, ""text"": ""in""}, {""start"": 265, ""end"": 274, ""text"": ""that will""}, {""start"": 283, ""end"": 287, ""text"": ""this""}, {""start"": 307, ""end"": 312, ""text"": "". But""}, {""start"": 322, ""end"": 387, ""text"": "", if a person, without a doubt, has been convicted of a malicious""}, {""start"": 393, ""end"": 399, ""text"": "", they""}, {""start"": 407, ""end"": 409, ""text"": ""be""}, {""start"": 414, ""end"": 416, ""text"": ""to""}, {""start"": 422, ""end"": 427, ""text"": "". How""}, {""start"": 433, ""end"": 441, ""text"": ""is it to""}, {""start"": 460, ""end"": 488, ""text"": ""raped, tortured and killed a""}, {""start"": 500, ""end"": 516, ""text"": ""to sit in a jail""}, {""start"": 522, ""end"": 525, ""text"": ""and""}, {""start"": 549, ""end"": 558, ""text"": ""? If that""}, {""start"": 602, ""end"": 609, ""text"": ""to die,""}, {""start"": 626, ""end"": 628, ""text"": ""be""}, {""start"": 637, ""end"": 639, ""text"": ""to""}, {""start"": 644, ""end"": 654, ""text"": ""? Again, I""}, {""start"": 676, ""end"": 694, ""text"": ""be WITHOUT a doubt""}, {""start"": 721, ""end"": 736, ""text"": ""a person who is""}, {""start"": 741, ""end"": 743, ""text"": ""on""}, {""start"": 753, ""end"": 781, ""text"": "". And concerning abortion...""}, {""start"": 783, ""end"": 787, ""text"": ""born""}, {""start"": 795, ""end"": 799, ""text"": ""have""}, {""start"": 804, ""end"": 829, ""text"": ""committed heinous crimes.""}]",True,False,170,102,89,0.6,0.5235294117647059,-0.07647058823529407,0.6353723406791687,0.6,0.9978896975517272,0.3625173568725586
1901,ig,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 0, ""end"": 69, ""text"": ""To answer your question and to refute the genius who compared captial""}, {""start"": 81, ""end"": 102, ""text"": ""to abortion: The fact""}, {""start"": 112, ""end"": 117, ""text"": ""there""}, {""start"": 198, ""end"": 212, ""text"": ""found innocent""}, {""start"": 293, ""end"": 307, ""text"": ""EVER happening""}, {""start"": 354, ""end"": 362, ""text"": ""has been""}, {""start"": 400, ""end"": 406, ""text"": ""should""}, {""start"": 417, ""end"": 438, ""text"": ""death. How sane is it""}, {""start"": 500, ""end"": 509, ""text"": ""to sit in""}, {""start"": 522, ""end"": 549, ""text"": ""and live off taxpayer money""}, {""start"": 554, ""end"": 558, ""text"": ""that""}, {""start"": 593, ""end"": 608, ""text"": ""deserves to die""}, {""start"": 621, ""end"": 636, ""text"": ""they be allowed""}, {""start"": 744, ""end"": 758, ""text"": ""death row. And""}, {""start"": 781, ""end"": 799, ""text"": ""unborn babies have""}]","[{""start"": 0, ""end"": 65, ""text"": ""To answer your question and to refute the genius who compared cap""}, {""start"": 81, ""end"": 102, ""text"": ""to abortion: The fact""}, {""start"": 112, ""end"": 117, ""text"": ""there""}, {""start"": 198, ""end"": 213, ""text"": ""found innocent.""}, {""start"": 293, ""end"": 308, ""text"": ""EVER happening.""}, {""start"": 354, ""end"": 362, ""text"": ""has been""}, {""start"": 400, ""end"": 406, ""text"": ""should""}, {""start"": 417, ""end"": 438, ""text"": ""death. How sane is it""}, {""start"": 500, ""end"": 509, ""text"": ""to sit in""}, {""start"": 522, ""end"": 549, ""text"": ""and live off taxpayer money""}, {""start"": 554, ""end"": 558, ""text"": ""that""}, {""start"": 593, ""end"": 608, ""text"": ""deserves to die""}, {""start"": 621, ""end"": 636, ""text"": ""they be allowed""}, {""start"": 744, ""end"": 758, ""text"": ""death row. And""}, {""start"": 780, ""end"": 799, ""text"": "".unborn babies have""}, {""start"": 828, ""end"": 829, ""text"": "".""}]",True,False,170,58,55,0.3411764705882353,0.3235294117647059,-0.017647058823529405,0.9505691193044186,0.3411764705882353,0.9978896975517272,0.0473205782473087
1901,llm,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 31, ""end"": 48, ""text"": ""refute the genius""}, {""start"": 424, ""end"": 438, ""text"": ""How sane is it""}, {""start"": 460, ""end"": 499, ""text"": ""raped, tortured and killed a young girl""}]","[{""start"": 31, ""end"": 48, ""text"": ""refute the genius""}, {""start"": 424, ""end"": 438, ""text"": ""How sane is it""}, {""start"": 460, ""end"": 499, ""text"": ""raped, tortured and killed a young girl""}]",False,False,170,15,15,0.08823529411764706,0.08823529411764706,0.0,0.0001615285873411,0.088235294117647,0.9978896975517272,0.997728168964386
1901,mil,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 42, ""end"": 131, ""text"": ""genius who compared captial punishment to abortion: The fact is, yes, there have been far""}, {""start"": 395, ""end"": 465, ""text"": ""they should be put to death. How sane is it to allow someone who raped""}, {""start"": 510, ""end"": 601, ""text"": ""a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves""}]","[{""start"": 42, ""end"": 131, ""text"": ""genius who compared captial punishment to abortion: The fact is, yes, there have been far""}, {""start"": 395, ""end"": 466, ""text"": ""they should be put to death. How sane is it to allow someone who raped,""}, {""start"": 510, ""end"": 601, ""text"": ""a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves""}]",True,False,170,54,53,0.3176470588235294,0.31176470588235294,-0.00588235294117645,0.0022459626197814,0.3176470588235294,0.9978896975517272,0.9956437349319458
1901,random,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 98, ""end"": 110, ""text"": ""fact is, yes""}, {""start"": 141, ""end"": 150, ""text"": ""instances""}, {""start"": 187, ""end"": 191, ""text"": ""then""}, {""start"": 227, ""end"": 233, ""text"": ""system""}, {""start"": 313, ""end"": 322, ""text"": ""generally""}, {""start"": 327, ""end"": 335, ""text"": ""a person""}, {""start"": 345, ""end"": 346, ""text"": ""a""}, {""start"": 424, ""end"": 427, ""text"": ""How""}, {""start"": 442, ""end"": 455, ""text"": ""allow someone""}, {""start"": 495, ""end"": 499, ""text"": ""girl""}, {""start"": 512, ""end"": 521, ""text"": ""jail cell""}, {""start"": 531, ""end"": 534, ""text"": ""off""}, {""start"": 551, ""end"": 553, ""text"": ""If""}, {""start"": 559, ""end"": 569, ""text"": ""individual""}, {""start"": 584, ""end"": 592, ""text"": ""INNOCENT""}, {""start"": 640, ""end"": 651, ""text"": ""live? Again""}, {""start"": 713, ""end"": 720, ""text"": ""against""}, {""start"": 734, ""end"": 736, ""text"": ""is""}, {""start"": 822, ""end"": 828, ""text"": ""crimes""}]","[{""start"": 98, ""end"": 111, ""text"": ""fact is, yes,""}, {""start"": 141, ""end"": 150, ""text"": ""instances""}, {""start"": 187, ""end"": 191, ""text"": ""then""}, {""start"": 227, ""end"": 233, ""text"": ""system""}, {""start"": 313, ""end"": 323, ""text"": ""generally,""}, {""start"": 327, ""end"": 336, ""text"": ""a person,""}, {""start"": 345, ""end"": 346, ""text"": ""a""}, {""start"": 424, ""end"": 427, ""text"": ""How""}, {""start"": 442, ""end"": 455, ""text"": ""allow someone""}, {""start"": 495, ""end"": 499, ""text"": ""girl""}, {""start"": 512, ""end"": 521, ""text"": ""jail cell""}, {""start"": 531, ""end"": 534, ""text"": ""off""}, {""start"": 551, ""end"": 553, ""text"": ""If""}, {""start"": 559, ""end"": 569, ""text"": ""individual""}, {""start"": 584, ""end"": 592, ""text"": ""INNOCENT""}, {""start"": 640, ""end"": 652, ""text"": ""live? Again,""}, {""start"": 713, ""end"": 720, ""text"": ""against""}, {""start"": 734, ""end"": 736, ""text"": ""is""}, {""start"": 822, ""end"": 829, ""text"": ""crimes.""}]",True,False,170,34,29,0.2,0.17058823529411765,-0.02941176470588236,0.0001822113990783,0.2,0.9978896975517272,0.9977074861526488
1901,shap,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 0, ""end"": 23, ""text"": ""To answer your question""}, {""start"": 28, ""end"": 92, ""text"": ""to refute the genius who compared captial punishment to abortion""}, {""start"": 107, ""end"": 110, ""text"": ""yes""}, {""start"": 132, ""end"": 212, ""text"": ""too many instances where people have been put to death then later found innocent""}, {""start"": 424, ""end"": 438, ""text"": ""How sane is it""}, {""start"": 480, ""end"": 499, ""text"": ""killed a young girl""}, {""start"": 526, ""end"": 549, ""text"": ""live off taxpayer money""}, {""start"": 576, ""end"": 644, ""text"": ""someone INNOCENT deserves to die, why should they be allowed to live""}]","[{""start"": 0, ""end"": 23, ""text"": ""To answer your question""}, {""start"": 28, ""end"": 93, ""text"": ""to refute the genius who compared captial punishment to abortion:""}, {""start"": 107, ""end"": 111, ""text"": ""yes,""}, {""start"": 132, ""end"": 213, ""text"": ""too many instances where people have been put to death then later found innocent.""}, {""start"": 424, ""end"": 438, ""text"": ""How sane is it""}, {""start"": 480, ""end"": 499, ""text"": ""killed a young girl""}, {""start"": 526, ""end"": 550, ""text"": ""live off taxpayer money?""}, {""start"": 576, ""end"": 645, ""text"": ""someone INNOCENT deserves to die, why should they be allowed to live?""}]",True,False,170,62,57,0.36470588235294116,0.3352941176470588,-0.02941176470588236,0.0039379596710205,0.3647058823529411,0.9978896975517272,0.9939517378807068
1901,tfidf,709,Should capital punishment be allowed?:,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent. Our judicial system needs to put policies in place that will prevent this from EVER happening. But generally, if a person, without a doubt, has been convicted of a malicious crime, they should be put to death. How sane is it to allow someone who raped, tortured and killed a young girl to sit in a jail cell and live off taxpayer money? If that individual feels someone INNOCENT deserves to die, why should they be allowed to live? Again, I believe there should be WITHOUT a doubt concrete evidence against a person who is put on death row. And concerning abortion...unborn babies have not committed heinous crimes.","[{""start"": 31, ""end"": 61, ""text"": ""refute the genius who compared""}, {""start"": 70, ""end"": 102, ""text"": ""punishment to abortion: The fact""}, {""start"": 174, ""end"": 226, ""text"": ""put to death then later found innocent. Our judicial""}, {""start"": 337, ""end"": 362, ""text"": ""without a doubt, has been""}, {""start"": 373, ""end"": 399, ""text"": ""of a malicious crime, they""}, {""start"": 410, ""end"": 438, ""text"": ""put to death. How sane is it""}, {""start"": 570, ""end"": 604, ""text"": ""feels someone INNOCENT deserves to""}, {""start"": 679, ""end"": 712, ""text"": ""WITHOUT a doubt concrete evidence""}, {""start"": 737, ""end"": 794, ""text"": ""put on death row. And concerning abortion...unborn babies""}, {""start"": 800, ""end"": 828, ""text"": ""not committed heinous crimes""}]","[{""start"": 31, ""end"": 61, ""text"": ""refute the genius who compared""}, {""start"": 70, ""end"": 102, ""text"": ""punishment to abortion: The fact""}, {""start"": 174, ""end"": 226, ""text"": ""put to death then later found innocent. Our judicial""}, {""start"": 337, ""end"": 362, ""text"": ""without a doubt, has been""}, {""start"": 373, ""end"": 399, ""text"": ""of a malicious crime, they""}, {""start"": 410, ""end"": 438, ""text"": ""put to death. How sane is it""}, {""start"": 570, ""end"": 604, ""text"": ""feels someone INNOCENT deserves to""}, {""start"": 679, ""end"": 712, ""text"": ""WITHOUT a doubt concrete evidence""}, {""start"": 737, ""end"": 794, ""text"": ""put on death row. And concerning abortion...unborn babies""}, {""start"": 800, ""end"": 828, ""text"": ""not committed heinous crimes""}]",False,False,170,71,71,0.4176470588235294,0.4176470588235294,0.0,0.895607978105545,0.4041095890410959,0.9978896975517272,0.1022817194461822
1949,attention,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 0, ""end"": 9, ""text"": ""Nah, they""}, {""start"": 10, ""end"": 15, ""text"": ""can't""}, {""start"": 30, ""end"": 42, ""text"": ""their damned""}, {""start"": 52, ""end"": 56, ""text"": ""They""}, {""start"": 63, ""end"": 69, ""text"": ""in the""}, {""start"": 81, ""end"": 83, ""text"": ""in""}, {""start"": 90, ""end"": 94, ""text"": ""they""}, {""start"": 100, ""end"": 105, ""text"": ""their""}, {""start"": 111, ""end"": 148, ""text"": ""and defecate in - the Ganges! They're""}, {""start"": 171, ""end"": 176, ""text"": ""can't""}, {""start"": 189, ""end"": 194, ""text"": ""their""}, {""start"": 217, ""end"": 230, ""text"": ""a planet! I'm""}, {""start"": 237, ""end"": 239, ""text"": ""to""}, {""start"": 244, ""end"": 272, ""text"": ""down-voted and insulted, but""}, {""start"": 284, ""end"": 290, ""text"": ""I have""}, {""start"": 299, ""end"": 311, ""text"": ""is the truth""}]","[{""start"": 0, ""end"": 9, ""text"": ""Nah, they""}, {""start"": 13, ""end"": 14, ""text"": ""'""}, {""start"": 30, ""end"": 42, ""text"": ""their damned""}, {""start"": 50, ""end"": 56, ""text"": ""! They""}, {""start"": 63, ""end"": 69, ""text"": ""in the""}, {""start"": 81, ""end"": 83, ""text"": ""in""}, {""start"": 90, ""end"": 94, ""text"": ""they""}, {""start"": 100, ""end"": 105, ""text"": ""their""}, {""start"": 111, ""end"": 146, ""text"": ""and defecate in - the Ganges! They'""}, {""start"": 164, ""end"": 165, ""text"": ""-""}, {""start"": 174, ""end"": 175, ""text"": ""'""}, {""start"": 189, ""end"": 194, ""text"": ""their""}, {""start"": 205, ""end"": 206, ""text"": "",""}, {""start"": 217, ""end"": 229, ""text"": ""a planet! I'""}, {""start"": 237, ""end"": 239, ""text"": ""to""}, {""start"": 248, ""end"": 272, ""text"": ""-voted and insulted, but""}, {""start"": 284, ""end"": 290, ""text"": ""I have""}, {""start"": 299, ""end"": 312, ""text"": ""is the truth.""}]",True,False,73,44,47,0.6027397260273972,0.6438356164383562,0.04109589041095896,0.1337634325027465,0.6027397260273972,0.9984194040298462,0.8646559715270996
1949,ig,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 0, ""end"": 3, ""text"": ""Nah""}, {""start"": 10, ""end"": 99, ""text"": ""can't even organize their damned streets! They bathe in the same river in which they bury""}, {""start"": 115, ""end"": 139, ""text"": ""defecate in - the Ganges""}, {""start"": 141, ""end"": 163, ""text"": ""They're extremely poor""}, {""start"": 171, ""end"": 176, ""text"": ""can't""}, {""start"": 207, ""end"": 211, ""text"": ""much""}, {""start"": 219, ""end"": 230, ""text"": ""planet! I'm""}, {""start"": 244, ""end"": 254, ""text"": ""down-voted""}, {""start"": 284, ""end"": 298, ""text"": ""I have written""}]","[{""start"": 0, ""end"": 4, ""text"": ""Nah,""}, {""start"": 13, ""end"": 99, ""text"": ""'t even organize their damned streets! They bathe in the same river in which they bury""}, {""start"": 115, ""end"": 139, ""text"": ""defecate in - the Ganges""}, {""start"": 145, ""end"": 163, ""text"": ""'re extremely poor""}, {""start"": 174, ""end"": 175, ""text"": ""'""}, {""start"": 207, ""end"": 211, ""text"": ""much""}, {""start"": 219, ""end"": 228, ""text"": ""planet! I""}, {""start"": 248, ""end"": 254, ""text"": ""-voted""}, {""start"": 284, ""end"": 298, ""text"": ""I have written""}]",True,False,73,39,45,0.5342465753424658,0.6164383561643836,0.0821917808219178,0.0029259920120239,0.5342465753424658,0.9984194040298462,0.9954934120178224
1949,llm,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 36, ""end"": 50, ""text"": ""damned streets""}, {""start"": 57, ""end"": 126, ""text"": ""bathe in the same river in which they bury their dead and defecate in""}, {""start"": 171, ""end"": 225, ""text"": ""can't even manage their own budget, much less a planet""}]","[{""start"": 36, ""end"": 50, ""text"": ""damned streets""}, {""start"": 57, ""end"": 126, ""text"": ""bathe in the same river in which they bury their dead and defecate in""}, {""start"": 171, ""end"": 225, ""text"": ""can't even manage their own budget, much less a planet""}]",False,False,73,29,29,0.3972602739726027,0.3972602739726027,0.0,0.0004030466079711,0.3972602739726027,0.9984194040298462,0.998016357421875
1949,mil,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 0, ""end"": 83, ""text"": ""Nah, they can't even organize their damned streets! They bathe in the same river in""}, {""start"": 111, ""end"": 236, ""text"": ""and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going""}]","[{""start"": 0, ""end"": 83, ""text"": ""Nah, they can't even organize their damned streets! They bathe in the same river in""}, {""start"": 111, ""end"": 236, ""text"": ""and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going""}]",False,False,73,51,51,0.6986301369863014,0.6986301369863014,0.0,0.0016536712646484,0.6986301369863014,0.9984194040298462,0.9967657327651978
1949,random,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 0, ""end"": 3, ""text"": ""Nah""}, {""start"": 10, ""end"": 15, ""text"": ""can't""}, {""start"": 30, ""end"": 35, ""text"": ""their""}, {""start"": 43, ""end"": 50, ""text"": ""streets""}, {""start"": 95, ""end"": 105, ""text"": ""bury their""}, {""start"": 115, ""end"": 123, ""text"": ""defecate""}, {""start"": 129, ""end"": 139, ""text"": ""the Ganges""}, {""start"": 149, ""end"": 158, ""text"": ""extremely""}, {""start"": 166, ""end"": 170, ""text"": ""they""}, {""start"": 177, ""end"": 194, ""text"": ""even manage their""}, {""start"": 207, ""end"": 211, ""text"": ""much""}, {""start"": 217, ""end"": 230, ""text"": ""a planet! I'm""}, {""start"": 237, ""end"": 239, ""text"": ""to""}, {""start"": 244, ""end"": 254, ""text"": ""down-voted""}, {""start"": 284, ""end"": 290, ""text"": ""I have""}, {""start"": 299, ""end"": 311, ""text"": ""is the truth""}]","[{""start"": 0, ""end"": 4, ""text"": ""Nah,""}, {""start"": 10, ""end"": 15, ""text"": ""can't""}, {""start"": 30, ""end"": 35, ""text"": ""their""}, {""start"": 43, ""end"": 51, ""text"": ""streets!""}, {""start"": 95, ""end"": 105, ""text"": ""bury their""}, {""start"": 115, ""end"": 123, ""text"": ""defecate""}, {""start"": 129, ""end"": 140, ""text"": ""the Ganges!""}, {""start"": 149, ""end"": 158, ""text"": ""extremely""}, {""start"": 166, ""end"": 170, ""text"": ""they""}, {""start"": 177, ""end"": 194, ""text"": ""even manage their""}, {""start"": 207, ""end"": 211, ""text"": ""much""}, {""start"": 217, ""end"": 230, ""text"": ""a planet! I'm""}, {""start"": 237, ""end"": 239, ""text"": ""to""}, {""start"": 244, ""end"": 254, ""text"": ""down-voted""}, {""start"": 284, ""end"": 290, ""text"": ""I have""}, {""start"": 299, ""end"": 312, ""text"": ""is the truth.""}]",True,False,73,36,32,0.4931506849315068,0.4383561643835616,-0.0547945205479452,0.0026077032089233,0.4931506849315068,0.9984194040298462,0.9958117008209229
